# DIFFUSION.c++ - Diffusion on a Circle - Canonical Ensemble
# (Version 0.27, written October 16, 2003)
# Author:  Christian Bracher
#
# Evolution of the state ooooo..............
# (5 atoms on 19 sites)
#
# (for additional information, see the file 5in19b16.INF)
#
# Column 0: 	Time
# Column 1: 	<oxxxxxxxxxxxxxxxxxx> 	(equilibrium average: 0.263158)
# Column 2: 	<xoxxxxxxxxxxxxxxxxx> 	(equilibrium average: 0.263158)
# Column 3: 	<xxoxxxxxxxxxxxxxxxx> 	(equilibrium average: 0.263158)
# Column 4: 	<xxxoxxxxxxxxxxxxxxx> 	(equilibrium average: 0.263158)
# Column 5: 	<xxxxoxxxxxxxxxxxxxx> 	(equilibrium average: 0.263158)
# Column 6: 	<xxxxxoxxxxxxxxxxxxx> 	(equilibrium average: 0.263158)
# Column 7: 	<xxxxxxoxxxxxxxxxxxx> 	(equilibrium average: 0.263158)
# Column 8: 	<xxxxxxxoxxxxxxxxxxx> 	(equilibrium average: 0.263158)
# Column 9: 	<xxxxxxxxoxxxxxxxxxx> 	(equilibrium average: 0.263158)
# Column 10: 	<xxxxxxxxxoxxxxxxxxx> 	(equilibrium average: 0.263158)
# Column 11: 	<xxxxxxxxxxoxxxxxxxx> 	(equilibrium average: 0.263158)
# Column 12: 	<xxxxxxxxxxxoxxxxxxx> 	(equilibrium average: 0.263158)
# Column 13: 	<xxxxxxxxxxxxoxxxxxx> 	(equilibrium average: 0.263158)
# Column 14: 	<xxxxxxxxxxxxxoxxxxx> 	(equilibrium average: 0.263158)
# Column 15: 	<xxxxxxxxxxxxxxoxxxx> 	(equilibrium average: 0.263158)
# Column 16: 	<xxxxxxxxxxxxxxxoxxx> 	(equilibrium average: 0.263158)
# Column 17: 	<xxxxxxxxxxxxxxxxoxx> 	(equilibrium average: 0.263158)
# Column 18: 	<xxxxxxxxxxxxxxxxxox> 	(equilibrium average: 0.263158)
# Column 19: 	<xxxxxxxxxxxxxxxxxxo> 	(equilibrium average: 0.263158)
#
0.001000 	0.984136 	0.999992 	1.000000 	0.999992 	0.984136 	0.015864 	0.000008 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000008 	0.015864
0.001096 	0.982620 	0.999990 	1.000000 	0.999990 	0.982620 	0.017380 	0.000010 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000010 	0.017380
0.001202 	0.980960 	0.999988 	1.000000 	0.999988 	0.980960 	0.019040 	0.000012 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000012 	0.019040
0.001318 	0.979144 	0.999986 	1.000000 	0.999986 	0.979144 	0.020856 	0.000014 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000014 	0.020856
0.001445 	0.977156 	0.999983 	1.000000 	0.999983 	0.977156 	0.022844 	0.000017 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000017 	0.022844
0.001585 	0.974982 	0.999980 	1.000000 	0.999980 	0.974982 	0.025018 	0.000020 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000020 	0.025018
0.001738 	0.972604 	0.999976 	1.000000 	0.999976 	0.972604 	0.027396 	0.000024 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000024 	0.027396
0.001905 	0.970003 	0.999971 	1.000000 	0.999971 	0.970003 	0.029997 	0.000029 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000029 	0.029997
0.002089 	0.967161 	0.999965 	1.000000 	0.999965 	0.967161 	0.032839 	0.000035 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000035 	0.032839
0.002291 	0.964054 	0.999958 	1.000000 	0.999958 	0.964054 	0.035946 	0.000042 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000042 	0.035946
